review,sentiment
"I started with Caesar2 back when it came out. I played it for hours and hours and loved it. When Caesar3 came out I bought that too and loved it even more and spent even more time playing. Both Caesar2 and 3 rarely crashed. Things have changed!<br /><br />I'm spending more and more of my time restarting Caesar4 than I am playing it. About 8 out of 10 times that I access the area where you trade with other cities it crashes. Without trading, you make little money and the game is essentially over.<br /><br />Other problems I'm seeing is overall performance. I don't have the fastest machine (AMD 2.1ghz, 512ram, rockin' video card with 256meg of mem) but there are irritating 1 second delays in addition to the crashes. I find the whole game to be difficult to use. This was not the case with Caesar3.<br /><br />Unless they issue a patch, I'm done feel frustrated with crashes. Maybe I can dumb down the graphic setting to get rid of the delays.<br /><br />My suggestion? Wait for a patch before buying --- or move on.<br />- jason<br />",negative
"Well, it sounds like a great game, but after five hours of upgrading and downloading all of the specified programs and upgrades, I couldn't get the video to work at all, couldn't get technical support at all, and I gave up and have returned it to the manufacturer. a great disappointment because i love and still play the previous versions",negative
"As others have said, this was a much-anticipated game. I played Caesar II and III and was extremely excited when I heard that IV was coming out. <br /><br />What a letdown! <br /><br />I didn't have any of the installation errors that others have mentioned, and I haven't had the game crash on me. However, the game is unplayable on my system - which is only a year old - unless I turn down 90% of the advanced graphics. By unplayable, I mean ten seconds or more of waiting between the time you click with your mouse, and when the game responds. Even with the graphics turned down, I still get lag when the auto-save starts. As mouse-control is essential when building roads or aquaducts, this is aggravating in the extreme.<br /><br />It appears that Sierra's programmers and designers put a lot of work into upgrading the graphics. Too bad I can't see them!<br /><br />The interface is horrible and takes up the right half of the screen at 1280x1024 resolution. This means that you must rotate the map to build along the right edge. I much prefer the tabbed building interface of the other city-building games.<br /><br />Although you can build roads along the diagonals in this game - which you couldn't in earlier versions - the interface is not smart enough to auto-rotate the buildings to fit along the roads. You have to click and drag to rotate buildings, and lag - even at the low graphics settings - can make this an exercise in frustration.<br /><br />I dislike the new warehouse management panel. The sliders might look cool, but they're slow (lag!). I would've liked to see additional options for only store basic goods, only store luxury goods, etc. This would take some of the pain out of managing them. Trade ports are different also - you can't see prices!<br /><br />It appears that some of the scenarios have hidden milestones that you have to meet in order to advance. In the one I'm playing right now, I'm stuck because my prosperity rating will not rise above 36 (50 required to win). I have over 30,000 denarii in my treasury, and have been turning a hefty profit (and meeting various demands from Rome) for at least eight years of game-time. I have met and exceeded all other requirements for victory, but prosperity continues to elude me. My city is almost completely automated by now - the only thing I do is respond to Rome's requests for goods or cash. My advisors have nothing helpful to say. It's not fun if I can't advance.<br /><br />So while the game is pretty - from what I can see of it - it's got too many frustrations to be worth much more of my time",negative
"First thing-the graphics are far prettier than any of the current 3 Caesar games out there.  Having said that-this game had a major bug right at the release.  How is that possible?  Is it unreasonable to expect a U.S. company to produce a flawless product?  Probably not, but Tilted Mill has some of the the best pros in the industry.  Basic bugs killed any enjoyment for me and the scenario editor is an unworkable mess. The advice offered by the techno weenies on the forums are beyond comprehension of the average consumer.  <br /><br />Far better to go with CivCity 3",negative
"This one turned out badly and I hate to say I bought it.  Buggy worse than normal, it is a rough game.  The fact that another patch is not yet available is terrible. The support site blames your system or card but offers no practical solutions. Too bad. I trusted PC Gamer's review and it is the first time they let me down but they have adapted more of a partnership with the game companies now and a liberal grading program that passes more stinkers. Do not buy this game...even when working it is not but a bargain bin game",negative
she is just right for me i know im a little to hot for her but i think wed make hollywoods cuttist couple,negative
"Please Sid -- with the dissapointment of CivIV, and now Railroads, say you haven't jumped on the easy bandwagon like so many other game designers.<br /><br />Sid -- the reason we purchase these games is because YOUR name is on them. This game seems like it was made for a 12 year old, not someone who's grown up with the complexities you normally build into your games.<br /><br />Please -- the next game you release, make sure it lives up to the standards YOU created. After this, just throwing your name on a game no longer means you will print some money for your bank account",negative
"This game is in such a sorry state that I don't even know where to begin.<br /><br />First of all, this is not at all what I expected and what I wanted. Sid is known for very complex simulations and I preordered this game only because I saw his name as the game designer. Alas, the game is the most dumbed down train simulation I had ever seen. Looks like Sid jumped in the easy, fast and easy bandwagon.<br /><br />Second, the game is, at best, barely out of beta - a little more useful and less destructive than, say, a computer virus. I experience frequent crashes and the AI often builds ridiculous tracks.<br /><br />Finally, be aware that the game has one of the worst copy protection systems I had ever seen, which interferes with other applications. For instance, the game won't launch while I run Skype.<br /><br />Selling a game in such an unfinished state shows lack of ethics and disrespect for the customer. Shame on you, Firaxis and Sid Meier.",negative
"I waited months for this game to come out. I can't add anymore than what has been said by others. I wonder how hands on Sid was with it. Could be a long time before any great train game will be coming out, if ever",negative
"Sid Meier's reputation was unblemished after the Civil War series, Civilization and the original releases of Railroad Tycoon. But this game release is a major setback that will make me hesitate about any future products carrying his name.<br /><br />This is a major derailment. It is the fastest that I have ever firmly known that a new game was being removed from my hard drive. Take a look at how many used copies are already flooding the market and this game just released less than two weeks ago.<br /><br />Every aspect is made into chewing gum where you were used to having steak. There is no expansion, tweak, or update that can fix how seriously dumbed down this version is",negative
"This so called game has a very good story and plot. It keeps your attention, by making you want to see what happens next. However, the gameplay could not satisfy an 8 year old. Why you ask? Because there is none. You watch 15 minutes of cinematics and then are pretty much told what you have to do. There is really not much thought needed since you are pretty much led directly to where you have to be or the object you need. Oooooh. there are multple endings. Whoopee! You still have to sit through a majority of the same cinematics and virtually do nothing. Out of the 5 or 6 hours spent playing this game through the first time, I would estimate that I only needed the controller in my hand for 30 minutes. This makes for a good movie but don't buy it if you actually like to PLAY your games instead of watch them",negative
"ok, most people have more then one system, i have a PS2 which plays copies, and the 360, hmmmmmmmmmm should i pay so much money for the 360 version????????? or should i go for the free copy i can download for the PS2?<br /><br />some people might say better graphics..hmmmmmmmmmm. dont care and many don",negative
"Easy...<br />Boring...<br />Bugs, bugs, bugs, glitches, glitches, glitches...<br /><br />Question??? Is this a new game, or possible bonus maps from CoD2 that they decided to make into a new game to profit more money????  Hmmmm??? <br />The positive?? You can cook your grenades now. I like mine medium rare... Possibly useful in online matches, as apposed to CoD2 where you couldn't and it was point less to throw a grenade in online matches because you knew where it was and could just move. But I will never know, because I thankfully rented the damn thing, and didn't buy it. Wait, I didn't my dad did, on a free rental from Blockbuster. So they didn't get any of my hardly earned money. Good for me...<br />Also could anyone tell me why I kept getting stuck on walls, tanks, people, just about everything. I think I was stuck in the air... If you like this game, you need to get the F**k out, and buy something else to play, that I have so I can meet up with you and beat you... Also, if you don't like my run on sentences you can.... Yep you guess it... Get the f**k out.",negative
Seriously....I was waiting quite awhile for this game to come out because its predecessor is freakin sweet.  It was all I use to play online.  After purchasing this game and playing it for all of 10 minutes I quietly put it back in the box and have not taken it out since.  Online play was non existent.  Everytime i clicked on a game it said it didnt exist.  It was ridiculus.  Letting someone else create this game instead of Infinity Ward was a giant mistake.  This latest edition adds nothing to the series.  Do not purchase this game....there are many better games out there,negative
I had such high expectations for this game just to have them shot down. The single player game is fine with some dumb things with the enemy AI. The muliplayer is a joke! Well first you have to get online which is basically impossiable. The Multiplayer which was the best part of 2 is totally stupid and WORTHLESS in 3. One you can play by yourself. Sounds like fun right? two you have to drive the tank unless you are the second person to the tank but you cant just use the machine gun which u can in the other vehciles stupid. Three there are some stupid errors in a bunch of levels where you can get stuck and have to respawn yourself. i say rent it before you buy it,negative
"My friends and I had high hopes for this game.  We played COD2 multiplayer every week and were excited about a new shooter.  After playing COD3 for a few rounds we  decided to put 2 back in.  The graphics are great, but we found a lot of bugs.  There were some shading problems with the helmets that made them turn white at a certain distance.  That's fine if you want to be a UN soldier, but not if you're trying to sneak up on somebody.  Muzzle flashes were almost none existent.  No blood splash like in COD2.  The single player game isn't too bad so far, but if you plan on multiplayer I would recommend renting it first.  We were of the opinion that the game was rushed, maybe they'll patch it",negative
"This extension cable did not work with my standard Microsoft S Controller.  Unless you still use the old monster-sized XBox controller, these cables are worthless",negative
"This game was originally released for 10 dollars. Almost everything about it is pulled straight from Diablo and is not quite as good. Though this game has a few things about it that are interesting, and can be enjoyable to some people, I would just skip this game and go for Diablo 2",negative
"Tediously long and weary. Nothing interesting, just a lot of borrowed ideas from RTCW, HL2, etc. I am sick of this",negative
"Beautiful graphics and nice storyline, but the amount of times the game freezes or you receive an error is just awful! Not to mention, the monsters level up with you so you'll never be at an advantage. You could pretty much beat the game at level 5 ",negative
"I bought the game couple of weeks ago. I was hesitating on buying it initially, but finally I did because of all the good hype about the game. I wish I didn't buy it.<br /><br />To be fair, I have to admit that the game has astonishing landscape, cities and the level of details in the game. I don't think I have ever seen suhc creativity and perfectness in earlier games. I am sure that are lot of people that will find such features enaough for them to adore the game.<br /><br />For me, landscape is not enough since the largest downside is the story, if there is any story, from my perspective. I have abandoned playing after closing the 4th or 5th Oblivion gate. I don't see any excitment in playing the game any further. I explored most of the cities though, quite quickly. The conversation looks silly that every time the camre will zoom in to the person you are chating with. It was nice the first couple of times but then ....<br /><br />I am waiting for my sweet gothic3 to go out. Honestly I would prefer playing Gothic1 on playing oblivion. Just to tell you about the action/excitment I am talking about, I would like to say that when I got gothic2 I played for almost 36 hours straight no food no sleep just drink water and play play and lots of play.<br />",negative
"I bought this adaptor because my kids and I have both the Nintendo DS and DS Lite. It works great on the original DS, but the thing that's supposed to fit into the DS Lite is too wide. If you're looking for an adaptor for just the regular DS, this one works great. If for the DS Lite, don't waste your money",negative
"Really? Wow. So, players in real football go through other players torso's? They skate and glide around the field at 40MPH without moving their legs? WR's change direction on one foot, pivot, glide and elude tackles? Uh, ok.<br /><br />Anyone who plays this game on the All-madden level will notice right away that this is the furthest thing from a realistic football game.<br />What are the nerds at EA thinking? Do they ENJOY making a game who's AI constantly cheats? I love how they tout games that give the user more control when the user has very LITTLE CONTROL over anything that goes on in the game. I don't control if I catch it or drop it, or intercept it, or if my line blocks, of if my DB's cover their assignment...none of it. The COMPUTER makes my line miss blocks or not block at all...drop easy picks...drop easy catches, etc. And why, oh why, are DT's and LB's faster than my fastest WR? Is THAT realistic? The AI is terrible. It blatantly and UNrealistically cheats.<br /><br />Terrible game. Just stop making these games if this is your final product",negative
I bought the piece of junk from Amazon and I regret the day I started using Amazon. The machine did not work and the customer service of Amazon was the worst I have ever experienced. I will never ever shop Amazon again.,negative
I don't even have to explain the worst bait and switch tatic I have ever seen...  [...]  HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE HORRIBLE AMAZON BAIT AND SWITCH.. [...]... I will never shop on AMAZON AGAIN,negative
"I'll cut to the chase on this one. If you are a fan of Final Fantasy VII, you will look over the shortcomings of this game and find some enjoyment out of it. It has a good story and characters. Its fun to see some of your favorite characters from VII return. But if your not a FF fan, then you won't have much motivation to play this game, and I'm not sure why you would like it. Its very average to mediocre as a action game. Its not horrible by any means, but its just not very good either. <br /><br />Honestly, this game could have just been so much better, in just about every aspect. Gameplay wise, there is nothing unique or interesting about it, and I was just trying to blow through it too get to the next story part. Its also pretty easy and not very challenging. I can't really complain about the environments your fighting through tho, they are well done and some are very well done in my book.<br /><br />While the story is easily the strongest part of the game, its not without faults either. It's pacing isn't very good, and some of it doesn't make a whole lot of sense either. But it's kept alive by a strong cast of characters, and some amazing FMV's in typical square fashion. But the story could of been much better as well. I'm not complaining, because it is good and gives you a good backstory of Vincent, but it could of been better if it had been longer. It just feels rushed, and suffers because of that. I finished the game at about 11 hours. If it had been longer and closer to 20 hours they really could of done some special things with the story, and developed the villians more. <br /><br />Bottom line, if your a FF fan, you'll probably enjoy it",negative
"  As was said in a earlier review the creators of final fantasy are giving us everything but what we actually asked for.  They gave us Advent Children, cell phone games, and finally Dirge of Cerberus.  This game is an action based game showing you a day in the life of the most under-used and least interesting character in the Final Fantasy Series.  Its the creators way of telling us that they will never re-make Final Fantasy VII but will rather insult us with every marketing ploy know to man",negative
"I can't believe how many people are saying how realistic this game is.  That can not be further from the truth.  All the CPU does is lob the ball down field on 3rd and long plays and the receiver catches it 80% of the time regardless of coverage.  What fun is that?  This in itself is highly unrealistic.  Don't even get me started on the other things this game does. NCAA 2006 is nothing but an arcade game, realism is thrown out the window in this one.  EA does not know the meaning of AI.  The only difference between the levels is the amount of cheating the CPU does.<br /><br />Don't waste your money, and don't make EA any more richer, its obvious they just throw these games together.  They just take our money and laugh all the way to the bank. ",negative
"I really tried to like this game, being that EA chickened out and bought their way out of competition.<br /><br />The graphics and sound are great in this game, but its ruined by EA's cheating AI. I have never seen a game cheat this much in my life. No matter what play you call the defense always knows what you are calling, even if you think you have them beat on a play, your receiver will purposely drop a wide open pass or better yet the defender turns on his nitrous oxide that was installed in his uniform and cover half the field in 2 seconds to deflect a pass. If you throw a high pass, not to worry the lineman has installed jet packs which allows them to jump 10 feet in the air and deflect or pick off your pass. If the CPU wants you to lose you will lose no matter what you do. <br /><br />If you QB is going back for a pass and a lineman is 3 feet away from you, even if you press the passing button, your QB will just stand there so he can take a sack. This game is total BS, there is no way to get off passes in heavy pressure becuase the game forces you into a tackle animation. <br /><br />When you are playing defense, you are better off putting down your controller and clipping your nails or flossing your teeth while the CPU pulls of BS miracle plays on every single down. Remember how I said your receivers will purposely drop wide open passes? Not the CPU receivers, the CPU receivers, regardless of their rating can catch passes in double and triple coverage every time. if they don't catch it, the ball just gets tipped over and over again until he can catch it. Think you stopped a 3rd down conversion? Think again, you will get flagged for pass interference or a face mask penatly. And remember about your QB being forced into a tackle animation? Not the CPU, the CPU can get of 60 yard spirals while he's being hit! <br /><br />What about the inconsistency you ask? Well let me explain. How is it that one game you can be totally on, but the next game, you can't even complete ONE pass! I'll tell you why. The CPU wants you to lose, so you will drop every pass, fumble every run and get called for every penalty in the book. I was playing a game, and managed to run back a punt and KR for a TD, before my offense even touched the field. Then all of a sudden the CPU turned on its God Mode and every thing went right for the CPU. BS lobs, BS runs and BS calls. I did not complete ONE SINGLE pass in the entire first half. Its not because the CPU was playing good defense, its because my receivers dropped every ball that was thrown to them, wide open or not. I ended up only completing one pass in the entire game, 1 for 20 I think. At this point, I knew I had no chance of winning, so I just started punting the ball on first down to avoid any more frustration. My so called impact RB only got 2 yards on 20 rushes, and my so called impact CB gave up 3 TD passes to a below average receiver. What is the point of playing if you are not even given a chance to win? <br /><br />Yes you can win games as I have, but it is so inconsistent. If the CPU wants you to lose you will lose, nothing you can do about it.<br /><br />I see why EA bought the license, after putting out crap like this, they were sure to lose a lot of customers to a game that knows how to develop better AI, instead of this cheating crap. I am taking this game to the store for store credit and I am done with EA for good. EA sucks and so does this game",negative
"If you need a remote to turn on the tele and run the 360, this will do.  But it won't operate a DVR, DVD, VCR or cable box.  If you're really keen on it, I'll sell you mine.",negative
"No way to change the inputs on your TV.<br />The DVD functions and the TV functions are accessed alternatly by pressing a tv button but there is no way to tell which the romote is aligned to. Therefore when you press the power button you have no idea which you will be powering on/off, the TV or the XBox. And if things couldn't get any dumber, if you press the eject button while the remote is in TV mode it doesn't work. The eject button is only designed to work with the XBox yet it is disabled when in TV mode? <br />There is also no option to program a receiver.<br /><br />As many others mentioned, this remote looks nice but the people who designed it must have been drunk. Do not buy this remote unless you like wasting your money on garbage",negative
"Try before you buy! This game has a major glitch: its save game files are erased sometimes, so you can start all over again.<br />Beware",negative
"First, let me say that I whole-hearedly agree with the review by Tiberius. Back in the glory days of Counter-Strike (2001-2002), this game was the be-all end-all for 1) Online video games, 2) First-Person Shooters, 3) PC Games, and 4) Any video game basically. It had real-life weapons, the graphics were superb at the time, the maps were extremely well-made, the system requirements are still obscenely low, and damnit it was fun. Then, inevitabely, the hands of time began to take their ruthless, indiscriminate toll. Video cards supported better graphics, new (and yes, better!) games came out (Battlefield 1942, Unreal Tournament 2004), hacking became the unmistakable poison of Counter-Strike, and a lot of the cool, casual gamers grew up or moved on. From 2000 to 2004, Counter-Strike went from an utter joy to a sensation to a fading diamond to a nuisance. By 2004 to present day, it has become a problem. Great games and great game developers are losing tons of money because people are still playing this game after five years on their mom's worn-out 640 Megahertz Pentium III PCs running Windows 98. Counter-Strike is still one of the most popular games of all-time, with a ridiculous number of people playing it on average a day, because people just don't seem to have enough self-control to give up their hopeless addiction.<br /><br />Today, server admins are, for the most part, humorless dictators, and will not stand for anything that deviates from this game's undeniable, monotonous drone. People are still playing the same maps from the 1.0 release, that have completely lost all their zest and initial potential. It always feels as if I've played the same round a thousand times before, and I probably have. Even the custom maps are sickening in their monotony. fy_iceworld is fun for 3 consecutive seconds. Many other popular custom maps in heavy server rotation are the same way, and all look disguisting. I've played on probably over 500 servers, and downloaded probably over the same amount of *quality* custom maps, and not more than 3 have I ever seen a server run in its rotation, or voted on by the players. Furthermore, people are still playing the game using dial-up, and CS veterans are always complaining about camping, even if its a tactic used to complete the objective. As far as the objectives are concerned, Counter-Strike has basically become a deathmatch game. No one will listen to anyone's plan (on the rare occasion there is one), no one tries to rescue the hostages, and everyone always calls someone a p***y or nub if you use the auto shotgun or AWP. And to top it all off, Valve cancelled the outstanding won.net and replaced it with this Steam garbage, a utility soaking wet with incompetence.<br /><br />L337 Speak has also gained mass popularity to the jaded Counter-Strike culture, and has become its own incessant frustration. But I won't even get into that. If you're new to CS, don't bother, veterans of this game are far from friendly, and you'll probably get called a bunch of names involving lots of zeroes and threes if you're a beginner. For now, if you want to indulge yourself in a great online game, check out World of Warcraft, Battlefield 1942, Sven Co-Op, or even Team Fortress Classic (a dated game with an *awesome* community that has yet to lose its initial charm)",negative
"I'll make this short and sweet for you.  I went to a cyber cafe so I can play this gem and see what all the fuss is about on this game.  OVERRATED.  I have no idea how people prais this as THE BEST GAME IN THE WORLD!!...How silly, This game is just plain average..  If you wanna play a nice Game from Valve..I don't need to tell you but I'll give you a hint....H***f L*fe...This game is just pure garbage and the Online is boring...And I don't need your flaming or bashing just cause One mans opinion differs from yours..<br /><br />The good<br />Visuals are good I guess<br /><br />Bad<br />Very Mediocer<br />Plain boring combat...Nothing new<br />Online isn't that great<br />Extreamly Overrated...TRUST ME..<br />Gets boring after awhile<br />And yes I played this out for more then an 1hour...2 bucks I'll never get back<br /><br />2.1 out of 5 stars....  Extreamly Overrated, Not worth my 2 bucks, and that's all I got to say....<br /><br />Peac",negative
"why is it that 3rd party memory cards can store at least double the information that these can? These memory cards are way over priced. <br /><br />I love PS2. It's one of the best systems I have ever played and owned, but this memory card stuff is a scam. I already own 2 cards and I need more.",negative
"Before I was even done with Final Fantasy VII, I ordered this game. I loved that game, and thought 'Say, if Final Fantasy VII is this good, then VIII must be even better!', boy was I wrong! I'm not bashing Final Fantasy VIII, I kind of liked the game, but there are big problems with it. First of all, the draw system is kind of hard, but I liked it, it was a change of pace, but the way you have to equip summon GFs (Guardian Force) was hard and boring. The music in the game reminds me of the music in the movie 'AKIRA', which is a bad thing, The characters in battle remind me of crash dummies, and the way that you get new weapons is by making them at junk shops! Not only that, but the characters are not very likeable.<br /><br />Main characters:<br /><br />Squall- A member of SeeD, he is a jerk to everybody.<br /><br />Zell-A member of SeeD, he is a surfer dude and a dunce.<br /><br />Quistis-A teacher and a member of SeeD, she seems to like Squall...for one reason or another...<br /><br />Seifer- Squall's rival, he is even worse then Squall.<br /><br />Rinoa- A member of 'The owls',Square soft ran out of ideas, she is just like Aeris.<br /><br />Selphie- A member of SeeD, she is a weird character and I was sad to see her in Kingdom hearts.<br /><br />Laguna- A Galbadian soldier. He is the best charecter in the game.<br /><br />Irvine-A member of SeeD, he is a lady's man and is recycled later in Final Fantasy IX as a better charecter known as Zidane.<br /><br />This game is the second worst Final Fantasy game ever made. The story is great, but playing it is so bad that its almost unbelivable. If Square soft remade this game for the PS2 or PSP, I would buy it, but only if they removed the draw system",negative
I bought the piece of junk from Amazon and I regret the day I started using Amazon. The machine did not work and the customer service of Amazon was the worst I have ever experienced. I will never ever shop Amazon again.,negative
"If you are looking for an XBOX vertsion of another chapter in MechWarrior series, this ISN'T it. This is an extemely dumbed-down version of MW. Even if you (Mechwarrior fans) forget about having no customization, remember this: You can only fire one weapon at at time. You have to cycle between lazers, cannons and rockets. I was bored after about 5 minutes.<br /><br />Again, people who never played MW series may like this game better",negative
"As the opening cutscene introduces you to Blinx the cat, the supporting cast and the particulars of his upcoming adventures, I found myself trying to wrap my brain around the basic premise of the story. The idea is that a secret, off-world clan of humanoid cat creatures, armed with souped up vacuum cleaners, are responsible for the development and dispersal of time itself to every known plane of existence on the map. It seems that time, when compressed tightly enough to be transported by said cats, takes the form of one of five different brightly-colored shapes. If these crystals are left out on the open for too long without being properly introduced to the flow of things, they turn into monsters. I could go on, because the game certainly doesn't stop there, but I think you get the point. <br /><br />I like to think that there's a fairly thick line drawn between cartoony fantasy and super-detailed realism. Generally, a lot of the physics and environmental details are taken for granted in a realistic game, because they're almost exclusively set in a photorealistic, lifelike location. Cartoons, on the other hand, generally don't worry themselves with the particulars and are primarily concerned with delivering a good time. How much fun would the Wile E. Coyote cartoons be if every time the lead character suffered a grisly fate, it strictly obeyed the laws of gravity and aerodynamics? Blinx tries to straddle that thick line by delivering a story that's overly detail-centric in an environment that's right out of a kid's show. The result is a tale that comes off as way, WAY out of left field and almost completely abstract. It focuses on things that would be better left to the viewer's imagination and ignores the importance of a good underlying story along the way.<br /><br />Beneath the needless discussions of why there are monsters in the world, how time compression works and how cats are actually responsible for all that we hold dear, the actual plot is almost laughably straightforward and generic. There's a princess, evil pigs have kidnapped her, and it's up to you and you only to rescue her and save her world. That's it, no side-stories, no reasoning, no subplots - just a straightforward rush from Point A to Point B. And here I thought the phrase save the princess was universally recognized as an ages-old cliche.<br /><br />Now, I don't want it to sound like I'm railing on this game just because it's got a few more nitpicky details than its peers and it reuses an old phrase from way back in the platformer handbook as its sole driving factor. It's also completely lacking in character development, general storytelling and ongoing inspiration. None of the characters in Blinx really establish themselves as individuals, including the lead character himself. You don't hate the pig on the spaceship because he's trying to destroy the world, you hate him because every time he shows up he tries to steal your money. I honestly forgot there was a princess at the end of the game after level three, because she's never mentioned between the game's start and its finish. I mean, the very first Super Mario Brothers at least reminded you that the princess was in another castle at the end of every boss fight. <br /><br />I don't honestly think the game was really designed to be enjoyable so much as it was geared to be overly challenging. The first level and a half are set up in the standard get to know you format, with the simplest of enemies, the most routine of stage layouts and plenty of opportunities to mess around with your tools. Shortly thereafter, you're thrown to the wolves. For the most part, the level designs are very short, with more of an emphasis on cheap hits than on complexity and true challenge. I noticed a lot of overlap in the stage layouts, whether it's retracing your steps time and time again or walking along a catwalk (har har) above the beginning of the stage and invariably plummeting back to the start point. You'll almost always know what needs to be done, but actually accomplishing that act is the real trick. I just can't overemphasize how unbearably cheap most of this game really is. If there's a bottomless pit nearby, (and chances are very good that there is) Blinx will find a way to force himself into it, regardless of what you're hitting on the control pad. If there's an enemy two feet in front of you and you hit the attack button, he'll aim at a random switch on the other side of the room, rather than the imminent threat. <br /><br />That's not to say that the entirety of The Time Sweeper is totally without merit, because it does bring a few fresh ideas to the table, but for the most part those insights are hampered by their surroundings. The ability to control time, for instance, was at the time a really fresh, interesting new play mechanic and still stands out today, despite the limited field of imitators that have since emerged. You can rewind a few seconds to catch an enemy unaware or rebuild a crumbling bridge, pause the action and take advantage of the frozen time, knock the level into slow motion, etc. All the while, Blinx is moving around in real time. It's a great idea, but the implementation is painfully short and underutilized. Why can't I use two controls at the same time? Why don't more aspects of the stage encourage the player to experiment with and solve problems with these powers? Why doesn't the ridiculous ten minute stage time limit pause, speed up or rewind when I use my time powers? Why is their duration so brief, and why can't I hold more than a dozen uses at a time? I mean, this could've really been a fantastic experience if the time control aspect had been beefed up a little further and treated as more than just an auxiliary function of an otherwise run-of-the-mill platformer.<br /><br />The controls, too, are an undeveloped, undertested nightmare. Blinx himself is often sluggish to respond, especially when implementing his time controls. He has difficulty making a precise turn, whether on midair or on solid ground. He stops to briefly celebrate when gaining an item, which leaves him open to constant enemy attacks. He routinely moves in the direction of certain death, as though pulled by a magnetic field, whether you've instructed him to do so or not. He'll occasionally refuse to perform a double jump, particularly when attempting a difficult, precise leap across a gaping chasm.<br /> <br />I think it's these controls that most make Blinx so mind-squashingly aggravating. At a glance, you'd imagine they'd be fairly difficult to screw up. You've got a jump button, a suction / fire button, a time control button and an analog stick to control movement. Plus, there had already been a long, established line of three-dimensional platformers on the market in the years before the title's release, paving the way to an ideal control experience. Super Mario 64 had its issues, sure, but nothing like this, and it was the trailblazer for the entire genre's jump to the world of 3D. It's like they had a map leading them right to the treasure and decided to forge their own path anyway.<br /><br />I can't even say I'm impressed by the graphics showcased throughout The Time Sweeper, either. With the exception of the lead character himsef, these are some incredibly cheesy, preschoolish character designs - they feel unfinished and hurried, less purposeful than you'd imagine (especially in contrast with Blinx himself). Particularly insulting is the large population of simple blobs that roam around the levels, trying in vain to bump into you and cause a fatal injury. Here's a finely detailed main character, with such close attention paid to his wardrobe that even the gloss of his shoes was obviously debated time and time again, and he's pitted against a set of monsters that could've sprung to life directly out of the pages of a four-year-old's sketchbook. <br /><br />Despite featuring a spoken dialog track, there's no English voice acting. I couldn't pinpoint the language, but my wife seems to think it's either French or some close variation of it. It certainly didn't sound Japanese. While this does add a touch of personality to the title, and it's not every day that you get a chance to hear a cat shouting something in the language of love, it all seemed really odd and out of place coming out of my television. Everyone's vocal personalities are so black-and-white, too, that I feel like a great chance to establish some much-needed individuality amongst the cast was lost once again here. The bad guys all have the same deep, gravelly, transparently evil tone, while the good guys are all bright, cheery, squeaky and high-pitched like the monkeys in Super Monkey Ball. It's like a parody of the games that had come before, but I won't give the developers enough credit to assume that they were doing it on purpose.<br /><br />Overall, Blinx is really just a few promising concepts thrown together in one package, strapped to the shell of a far-below-average third person platformer and unleashed upon an unsuspecting public. At the time of its release, it was still in need of a lot of polishing, some serious scrutiny behind closed doors and a re-evaluation of just how far some of these concepts and half-hearted character designs could be conceivably stretched without losing any quality. On top of that, I really don't know which audience they were targeting with it. The game is ridiculously difficult, which betrays the childlike demeanor that surrounds it and leads me to believe it was meant for the serious gamers out there, but so bright, kid-friendly and annoyingly cutesy that I can't imagine anyone in that demographic rushing out to the stores on release day. The number of spontaneous controller hurls shot through the roof during my time with Blinx, reaching near-Marvel vs. Capcom 2 levels with its unashamed, excruciatingly cheap hits, especially in later levels. I have no idea how I acquired the willpower to finish level eight.<br /><br />The game is adequately lengthy, and offers some replay value, with hidden cat medals in each stage eventually unlocking production sketches, promotional materials and the like. Once you start hunting for floating cat heads in those super-tough later levels, though, you'll remember why you were so happy to be finished with them in the first place. Unless you feel like pulling your hair out in clumps (I shaved my head after the experience as a part of the cleansing process) and enjoy self-mutilation, I'd recommend you stay far away",negative
I hate this game its the worst game I've ever played,negative
"I was so excited to see this game come out- I loved the Godfather, and From Russia with Love, and the hype surrounding this game was incredible.  The actual game, however, was incredibly disappointing.  The driving controls, especially compared to the driving controls in The Godfather, are AWFUL.  I was having so much trouble driving I kept looking through the handbook to see if I was doing something wrong, but from what I saw I was using the controller the way I was supposed to.  Most of the missions involve driving, under a specific time limit, and with these awful controls, I gave up early- way too frustrating.  The musical play list that you get to control was fun, but I would have liked more free-roaming like in the Godfather.  I was also looking forward to hearing everyone's voices that were in the opening credits- Dale Earnhardt Jr???  But since I have almost totally given up on it now, I guess I won't get to hear their voice acting talent.  Does anyone know if they plan to re-release this on the xbox 360?  Maybe some of the control issues could be worked out before then.  This game had so much potential that right now it is not living up to",negative
"Every year there has to be a game adapted from a classic movie or based on a classic movie (From Russia With Love, which is actually not a bad game.). Recentlty just landing my hands on a copy of this, I simply couldn't resist picking up SCARFACE: THE WORLD IS YOURS. I loved the movie SCAR FACE, and I was gonna love this.<br /><br />But It turns out I didn't.<br /><br />The controls are really a joke, instead of your normal FPS/3PS/RPG etcetera, there are really bland controls you can't even tell what to do. The dialouge is corny, and everything else is a joke.<br /><br />For die-hard fans only, I guess",negative
